abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,print_section,print_page,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"Gov. Tim Walz, mentioning his family’s exposure to gun violence, made the case for stricter gun control laws.",https://www.nytimes.com/2024/10/01/us/politics/walz-debate-son-shooting.html,"Gov. Tim Walz, mentioning his family’s exposure to gun violence, made the case for stricter gun control laws.","In one of the more personal moments of the vice-presidential debate, Gov. Tim Walz said his teenage son had witnessed a shooting at a recreation center near his high school while playing volleyball.",The New York Times,,,2024-10-02T03:33:51+0000,article,Politics,U.S.,News,nyt://article/8eba1506-656e-51a6-ac9f-45050830141c,217,nyt://article/8eba1506-656e-51a6-ac9f-45050830141c,NA,NA,Politics,Walz Says His Teenage Son Witnessed Shooting,NA,NA,,NA,NA,NA,By Nick Corasaniti,,NA
Gov. Tim Walz attacked former President Donald J. Trump’s record on abortion — and then turned to the stories of women living with the consequences of abortion bans.,https://www.nytimes.com/video/us/elections/100000009735817/gov-walz-criticizes-trumps-record-on-roe-v-wade.html,Gov. Tim Walz attacked former President Donald J. Trump’s record on abortion — and then turned to the stories of women living with the consequences of abortion bans.,Gov. Tim Walz attacked former President Donald J. Trump’s record on abortion — and then turned to the stories of women living with the consequences of abortion bans.,The New York Times,,,2024-10-02T03:43:34+0000,multimedia,,U.S.,Video,nyt://video/304c02d8-05fe-5f89-8c8e-fc316bd1e8a4,0,nyt://video/304c02d8-05fe-5f89-8c8e-fc316bd1e8a4,NA,NA,Elections,Gov. Walz Criticizes Trump’s Record on Roe v. Wade,NA,NA,,NA,NA,NA,,,NA
"Some students at the University of Wisconsin-Parkside seemed underwhelmed. One noted, ‘This is long, huh?’",https://www.nytimes.com/2024/10/01/us/at-a-wisconsin-watch-party-the-debate-leaves-students-ambivalent.html,"Some students at the University of Wisconsin-Parkside seemed underwhelmed. One noted, ‘This is long, huh?’","In a lounge outside the library at the University of Wisconsin-Parkside on Tuesday night, more than two dozen students gathered over pizza, chips and lemonade to watch Senator JD Vance of Ohio and Gov. Tim Walz of Minnesota in the final debate of the presidential election.",The New York Times,,,2024-10-02T03:46:28+0000,article,National,U.S.,News,nyt://article/aa226d8a-f116-5c56-84e5-8c1ed44fdcb5,552,nyt://article/aa226d8a-f116-5c56-84e5-8c1ed44fdcb5,NA,NA,NA,"At a Wisconsin Watch Party, the Debate Leaves Some Students Uninspired",NA,NA,,NA,NA,NA,By Julie Bosman,,NA
"The story by Gov. Tim Walz of Minnesota drew sympathy from his Republican opponent, Senator JD Vance of Ohio.",https://www.nytimes.com/video/us/politics/100000009735828/tim-walz-son-shooting-witness.html,"The story by Gov. Tim Walz of Minnesota drew sympathy from his Republican opponent, Senator JD Vance of Ohio.","The story by Gov. Tim Walz of Minnesota drew sympathy from his Republican opponent, Senator JD Vance of Ohio.",The New York Times,,,2024-10-02T03:50:05+0000,multimedia,,U.S.,Video,nyt://video/cfec966e-725d-527c-a21b-3b5577e28e74,0,nyt://video/cfec966e-725d-527c-a21b-3b5577e28e74,NA,NA,Politics,Walz Says His Son Witnessed a Shooting at a Community Center,NA,NA,,NA,NA,NA,By CBS News,,NA
"By recounting stories of women who have suffered dire health consequences since Roe’s overturning, Gov. Tim Walz of Minnesota embraced a Democratic strategy as he argued for abortion rights.",https://www.nytimes.com/2024/10/02/us/politics/abortion-election-2024.html,"By recounting stories of women who have suffered dire health consequences since Roe’s overturning, Gov. Tim Walz of Minnesota embraced a Democratic strategy as he argued for abortion rights.","When Gov. Tim Walz of Minnesota was asked about the issue of abortion during the vice-presidential debate on Tuesday, he defended his state’s broad abortion-rights law and attacked former President Donald J. Trump’s record on the issue. Then he turned to the stories of women living with the consequences of the abortion bans that have been enacted in states across the country in the wake of the overturning of Roe v. Wade in 2022.",The New York Times,,,2024-10-02T04:05:23+0000,article,Politics,U.S.,News,nyt://article/bcb919bc-b9a1-58c8-9905-ba079ac5b132,565,nyt://article/bcb919bc-b9a1-58c8-9905-ba079ac5b132,NA,NA,Politics,"Walz Tells of Women Living Under Abortion Bans, Putting Vance on the Defensive",NA,NA,,NA,NA,NA,By Jess Bidgood,,NA
Gov. Tim Walz said he “misspoke” about where he was during the Tiananmen Square massacre in June of 1989.,https://www.nytimes.com/video/us/elections/100000009735865/walz-calls-himself-a-knucklehead-for-past-misstatements.html,Gov. Tim Walz said he “misspoke” about where he was during the Tiananmen Square massacre in June of 1989.,Gov. Tim Walz said he “misspoke” about where he was during the Tiananmen Square massacre in June of 1989.,The New York Times,,,2024-10-02T04:10:13+0000,multimedia,,U.S.,Video,nyt://video/a234b14e-eaba-5035-a986-5bebc27953a7,0,nyt://video/a234b14e-eaba-5035-a986-5bebc27953a7,NA,NA,Elections,Walz Calls Himself a ‘Knucklehead’ for Past Misstatements,NA,NA,,NA,NA,NA,,,NA
Senator JD Vance defended Donald J. Trump’s time in office during the vice-presidential debate.,https://www.nytimes.com/video/us/elections/100000009735887/vance-says-trump-delivered-stability.html,Senator JD Vance defended Donald J. Trump’s time in office during the vice-presidential debate.,Senator JD Vance defended Donald J. Trump’s time in office during the vice-presidential debate.,The New York Times,,,2024-10-02T04:23:13+0000,multimedia,,U.S.,Video,nyt://video/701b817e-e005-5e33-b646-f00ad048490a,0,nyt://video/701b817e-e005-5e33-b646-f00ad048490a,NA,NA,Elections,Vance Says Trump Delivered ‘Stability’,NA,NA,,NA,NA,NA,,,NA
"JD Vance sailed fairly smoothly through some 90 minutes of Tuesday’s debate with Tim Walz. Then the subject turned to the Jan. 6, 2021, attack on the Capitol.",https://www.nytimes.com/2024/10/02/us/politics/vance-jan-6-debate.html,"JD Vance sailed fairly smoothly through some 90 minutes of Tuesday’s debate with Tim Walz. Then the subject turned to the Jan. 6, 2021, attack on the Capitol.","JD Vance wanted to focus on the future, he said. His past, and his party’s, intervened.",The New York Times,,,2024-10-02T05:07:55+0000,article,Politics,U.S.,News,nyt://article/b7c1a295-2636-5046-ac39-9ffc88cdd91b,771,nyt://article/b7c1a295-2636-5046-ac39-9ffc88cdd91b,A,1,Politics,The Moment When Vance Dodged a Jan. 6 Question but Said Plenty,NA,NA,"Vance Skirts Debate Question, But His Answer Reveals a Lot",NA,NA,NA,By Matt Flegenheimer,,NA
"The vice-presidential candidates largely avoided personal attacks, with JD Vance showing a knack for revising history while Tim Walz appeared to battle nerves.",https://www.nytimes.com/2024/10/02/us/politics/who-won-debate-vance-walz.html,"The vice-presidential candidates largely avoided personal attacks, with JD Vance showing a knack for revising history while Tim Walz appeared to battle nerves.","In the only vice-presidential debate of the 2024 election cycle, Gov. Tim Walz of Minnesota and Senator JD Vance of Ohio engaged in a policy-heavy battle of ideas, clashing on the economy, immigration, abortion and protecting American democracy.",The New York Times,,,2024-10-02T05:10:49+0000,article,Politics,U.S.,News,nyt://article/94ae97f2-df75-5e44-ac9f-a27b47f1acc0,735,nyt://article/94ae97f2-df75-5e44-ac9f-a27b47f1acc0,NA,NA,Politics,Who Won the Debate? A Crisp Vance Fends Off Walz,NA,NA,,NA,NA,NA,By Alan Rappeport,,NA
"At three colleges, there were snacks, big screens and homework assignments. But energy and enthusiasm were sparse — and by the end, even more so.",https://www.nytimes.com/2024/10/02/us/politics/vice-presidential-debate-voter-reaction.html,"At three colleges, there were snacks, big screens and homework assignments. But energy and enthusiasm were sparse — and by the end, even more so.","In the pivotal battleground of Wisconsin, where presidential elections are won or lost by only tens of thousands of votes, students like those at the University of Wisconsin-Parkside are highly sought after.",The New York Times,,,2024-10-02T05:11:45+0000,article,National,U.S.,News,nyt://article/41739f56-3478-55a9-8655-85f7ffaa0b4b,1088,nyt://article/41739f56-3478-55a9-8655-85f7ffaa0b4b,A,12,Politics,The Campaigns Need Younger People to Vote. Did the V.P. Debate Help?,NA,NA,"In Swing States, Debate Leaves Students Cold",NA,NA,NA,"By Julie Bosman, Robert Chiarito, Alan Blinder and Jeremy W. Peters",,NA
"From the opening handshake, the Republican vice-presidential nominee sought to reinvent and repackage the record and views of the former president.",https://www.nytimes.com/2024/10/02/us/politics/vance-walz-debate-analysis.html,"From the opening handshake, the Republican vice-presidential nominee sought to reinvent and repackage the record and views of the former president.",Picture this: It’s the biggest moment of your professional life — performed before an audience of millions — and you have to defend your boss.,The New York Times,,,2024-10-02T05:22:49+0000,article,Politics,U.S.,News,nyt://article/8e6cdeb9-cdea-550c-8f0a-1af6dd1cc802,1202,nyt://article/8e6cdeb9-cdea-550c-8f0a-1af6dd1cc802,A,10,Politics,Vance Strains to Sell a Softer Trump,news analysis,NA,Vance Smooths Edges to Remake Trump’s Record,NA,NA,NA,By Lisa Lerer,,NA
Trump’s running mate is no Mike Pence.,https://www.nytimes.com/2024/10/02/opinion/vance-trump-maga-walz-vice-presidential-debate.html,Trump’s running mate is no Mike Pence.,"The most frustrating thing about the vice-presidential debate wasn’t the outcome. JD Vance was exactly as good as I expected. He can be an excellent, persuasive communicator. Like many good lawyers, he’s a chameleon. Depending on the audience, he can breathe fire — the way he does on MAGA podcasts or at Trump rallies — or he can present as a calm, reasonable man, completely at home in a lunchtime think tank discussion.",The New York Times,,,2024-10-02T06:13:26+0000,article,OpEd,Opinion,Op-Ed,nyt://article/b0a095c2-abd3-56d2-b0e0-e69d82ed3cf2,897,nyt://article/b0a095c2-abd3-56d2-b0e0-e69d82ed3cf2,NA,NA,NA,This Is Why MAGA Loves JD Vance,David French,NA,,NA,NA,NA,By David French,,NA
"Long waits can take a bite out of the magic at places like Walt Disney World and Disneyland. There are ways to speed things up, but be prepared to pay more.",https://www.nytimes.com/2024/10/02/travel/disney-world-disneyland-lines.html,"Long waits can take a bite out of the magic at places like Walt Disney World and Disneyland. There are ways to speed things up, but be prepared to pay more.","There’s no arguing with the global appeal of Mickey Mouse. Millions flock to parks like Walt Disney World, in Orlando, Fla., and Disneyland, in Anaheim, Calif., every year. Some visitors are practically regulars: Haydee Chachamovits, 43, of Aventura, Fla., has been to Disney World more than 50 times.",The New York Times,,,2024-10-02T09:00:07+0000,article,Travel,Travel,News,nyt://article/f8fcac3f-6996-5162-a17e-e244eb747afc,876,nyt://article/f8fcac3f-6996-5162-a17e-e244eb747afc,A,3,NA,Visiting a Disney Park? Here’s How to Spend Less Time in Line.,travel 101,NA,Here to Help; Travel 101: How to Spend Less Time in Line at Disney Parks,NA,NA,NA,By Nora Walsh,,NA
Public health experts too often fail to sound the alarm.,https://www.nytimes.com/2024/10/02/opinion/disease-outbreak-warning-public-health.html,Public health experts too often fail to sound the alarm.,"In 1925, a tornado cut a track hundreds of miles long, flattening schools and houses across three Midwestern states. At points, the storm was nearly a mile wide and appeared to observers not as a thin funnel but as a wall of angry clouds. Nearly 700 people lost their lives, making it the deadliest tornado in U.S. history.",The New York Times,,,2024-10-02T09:01:56+0000,article,OpEd,Opinion,Op-Ed,nyt://article/23e92f0e-62b5-5397-89b8-4e75f5bbf51f,909,nyt://article/23e92f0e-62b5-5397-89b8-4e75f5bbf51f,A,19,NA,Want People to Embrace Public Health? Make It More Like Weather Forecasting.,Guest Essay,NA,Disease Experts Can Learn From Storm Warnings,NA,NA,NA,By Caitlin Rivers,,NA
Our columnists and contributors rate Tim Walz’s and JD Vance’s debate performances.,https://www.nytimes.com/2024/10/02/opinion/vance-walz-debate-scorecard.html,Our columnists and contributors rate Tim Walz’s and JD Vance’s debate performances.,"Times Opinion asked 13 of our columnists and contributors to watch the vice-presidential debate on Tuesday night and assess who won and who lost. We also asked them to weigh in on the quality of the debate. Were the candidates inspiring, or was their face-off a depressing sign of everything that’s wrong with American politics?",The New York Times,,,2024-10-02T09:02:11+0000,article,OpEd,Opinion,Op-Ed,nyt://article/7e9746bb-e618-5eeb-900c-f0c8aaaba195,2179,nyt://article/7e9746bb-e618-5eeb-900c-f0c8aaaba195,A,18,NA,‘Vance’s Excellent Reviews Will Enrage Trump’: 13 Writers on Who Won the Vice-Presidential Debate,Guest Essay,NA,"Vance ‘Made Trumpism Sound Polite, Calm and Coherent’",NA,NA,NA,By New York Times Opinion,,The New York Times
The former president’s views of virtual coins have shifted markedly in recognition of the emergence of this sector as a major player in campaign finance.,https://www.nytimes.com/2024/10/02/opinion/donald-trump-crypto-bro.html,The former president’s views of virtual coins have shifted markedly in recognition of the emergence of this sector as a major player in campaign finance.,Donald Trump’s views of the cryptocurrency industry have shifted markedly in recognition of the emergence of that sector as a major player in the world of campaign finance.,The New York Times,,,2024-10-02T09:03:36+0000,article,OpEd,Opinion,Op-Ed,nyt://article/fa0eda62-77d6-51b3-b500-185cccc12c51,2643,nyt://article/fa0eda62-77d6-51b3-b500-185cccc12c51,NA,NA,NA,Why Trump Wants to Make America the ‘Crypto Capital of the Planet’,Guest Essay,NA,,NA,NA,NA,By Thomas B. Edsall,,NA
